TIME_PERIOD,TIME_IDENTIFIER,TRUST_GROUP_TYPE,TRUST_NAME,TRUST_UID,TRUST_ID,TRUST_COMPANIES_HOUSE_NUMBER,TRUST_UKPRN,TRUST_LEADREGION,INSTITUTIONS_MATPTINC,NUMINST_MATPTINC,NUMINST_CONVERTER_MATPTINC,NUMINST_SPONSOR_MATPTINC,NUMINST_FREE_MATPTINC,NUMINST_STUDIO_MATPTINC,NUMINST_UTC_MATPTINC,NUMINST_FSM6CLA1A_MATPTINC,NUMINST_3_MATPTINC,NUMINST_4_MATPTINC,NUMINST_5PLUS_MATPTINC,TPUP_MATPTINC,KS2ASS_MATPTINC,PFSM6CLA1A_MATPTINC,PNOTFSM6CLA1A_MATPTINC,PEALGRP2_MATPTINC,PSEN_ALL4_MATPTINC,ATT8SCR_WGTAVG,P8MEACOV,P8MEA_WGTAVG,P8CILOW,P8CIUPP,PTL2BASICS_95_WGTAVG,EBACCAPS_WGTAVG,PTEBACC_95_WGTAVG,PTEBACC_94_WGTAVG,PTEBACC_E_PTQ_EE_WGTAVG,ATT8SCR_WGTAVG_FSM6CLA1A,P8MEACOV_FSM6CLA1A,P8MEA_WGTAVG_FSM6CLA1A,P8CILOW_FSM6CLA1A,P8CIUPP_FSM6CLA1A,PTL2BASICS_95_WGTAVG_FSM6CLA1A,EBACCAPS_WGTAVG_FSM6CLA1A,PTEBACC_95_WGTAVG_FSM6CLA1A,PTEBACC_94_WGTAVG_FSM6CLA1A,PTEBACC_E_PTQ_EE_WGTAVG_FSM6CLA1A,ATT8SCR_WGTAVG_NFSM6CLA1A,P8MEACOV_NFSM6CLA1A,P8MEA_WGTAVG_NFSM6CLA1A,P8CILOW_NFSM6CLA1A,P8CIUPP_NFSM6CLA1A,PTL2BASICS_95_WGTAVG_NFSM6CLA1A,EBACCAPS_WGTAVG_NFSM6CLA1A,PTEBACC_95_WGTAVG_NFSM6CLA1A,PTEBACC_94_WGTAVG_NFSM6CLA1A,PTEBACC_E_PTQ_EE_WGTAVG_NFSM6CLA1A,P8_BANDING,INSTITUTIONS_INMAT,NUMINST_INMAT,NUMINST_CONVERTER_INMAT,NUMINST_SPONSOR_INMAT,NUMINST_FREE_INMAT,NUMINST_STUDIO_INMAT,NUMINST_UTC_INMAT,TPUP_INMAT,PFSM6CLA1A_INMAT,PNOTFSM6CLA1A_INMAT
202223,AcademicYear,Multi-academy trusts,L.E.A.D. ACADEMY TRUST,3670,TR01262,8296921,10060187,East Midlands,143853;143963;144066,3,1,2,0,0,0,3,0,0,3,541,101.6,40%,60%,10%,21%,36.7,97%,-0.46,-0.59,-0.34,25%,3.15,6%,10%,26%,31,98%,-0.88,-1.07,-0.69,17%,2.61,4%,7%,19%,40.4,97%,-0.19,-0.34,-0.03,29%,3.51,6%,12%,32%,Below average,143853;143963;144066,3,1,2,0,0,0,541,40%,60%
202223,AcademicYear,Multi-academy trusts,THE LAIDLAW SCHOOLS TRUST,3677,TR01268,5735093,10058196,North East,135423;145477;147670,3,1,2,0,0,0,3,1,0,2,512,101.9,47%,53%,24%,17%,38.2,95%,-0.36,-0.49,-0.24,27%,3.2,10%,16%,35%,31,94%,-0.77,-0.95,-0.58,17%,2.53,3%,8%,26%,45.9,95%,0.07,-0.11,0.24,38%,3.92,17%,26%,45%,Below average,135423;145477;147670,3,1,2,0,0,0,512,47%,53%
202223,AcademicYear,Multi-academy trusts,LANDAU FORTE CHARITABLE TRUST,3684,TR01273,2387916,10058153,East Midlands,135120;136136;137146,3,0,3,0,0,0,3,0,0,3,495,104.8,26%,74%,7%,13%,47.5,98%,-0.02,-0.14,0.11,45%,4.14,13%,20%,42%,42,98%,-0.38,-0.63,-0.13,31%,3.65,7%,14%,37%,49.3,99%,0.11,-0.04,0.26,49%,4.31,15%,22%,44%,Average,135120;136136;137146,3,0,3,0,0,0,495,26%,74%
202223,AcademicYear,Multi-academy trusts,LEIGH ACADEMIES TRUST,3725,TR01302,2336587,10058151,South East,135297;135630;135964;136205;136662;136847;137119;140987;141309;145315;145895,11,3,6,1,0,1,11,0,2,9,2229,104.1,23%,77%,12%,15%,45.3,95%,-0.08,-0.14,-0.02,42%,3.93,14%,20%,30%,37.1,94%,-0.57,-0.7,-0.44,28%,3.19,7%,13%,26%,47.8,95%,0.07,0,0.14,46%,4.16,17%,23%,32%,Below average,135297;135630;135964;136205;136349;136662;136847;137119;137581;140987;141309;145315;145895,13,4,7,1,0,1,2432,24%,76%
202223,AcademicYear,Multi-academy trusts,LIONHEART EDUCATIONAL TRUST,3760,TR00158,8473899,10055191,East Midlands,137799;137828;139624;140787;145558;146108,6,5,1,0,0,0,6,0,2,4,1303,105.6,19%,81%,19%,10%,50.8,94%,0.18,0.1,0.25,54%,4.64,30%,43%,77%,39.4,94%,-0.35,-0.54,-0.17,31%,3.56,16%,24%,62%,53.3,93%,0.3,0.21,0.38,59%,4.89,33%,47%,81%,Above average,137799;137828;138301;138478;139624;140787;145558;146108,8,7,1,0,0,0,1650,20%,80%
202223,AcademicYear,Multi-academy trusts,LOXFORD SCHOOL TRUST LIMITED,3797,TR01354,8743560,10060647,London,136663;139179;140475;141178;144095;147185,6,3,3,0,0,0,6,0,1,5,971,103.5,30%,70%,38%,26%,48.6,93%,0.37,0.28,0.47,49%,4.43,20%,34%,81%,43.2,93%,0.21,0.04,0.38,40%,3.85,14%,24%,74%,50.8,93%,0.44,0.33,0.55,53%,4.66,23%,39%,84%,Above average,136663;139179;140475;141178;144095;147185,6,3,3,0,0,0,971,30%,70%
202223,AcademicYear,Multi-academy trusts,MALTBY LEARNING TRUST,3834,TR01382,7033915,10058279,Yorkshire and the Humber,136042;144364;145848,3,1,2,0,0,0,3,0,1,2,642,104.1,26%,74%,4%,13%,47.7,98%,0.13,0.02,0.24,46%,3.86,8%,12%,17%,36.2,98%,-0.48,-0.7,-0.26,25%,2.86,3%,8%,12%,51.6,98%,0.33,0.21,0.46,54%,4.21,10%,13%,18%,Above average,136042;144364;145848,3,1,2,0,0,0,642,26%,74%
202223,AcademicYear,Multi-academy trusts,MARCHES ACADEMY TRUST,3855,TR01398,7680422,10058925,West Midlands,136979;141176;146580;147540,4,3,1,0,0,0,4,0,2,2,689,103.6,23%,77%,7%,13%,41.5,92%,-0.41,-0.52,-0.3,35%,3.62,11%,19%,35%,32.3,91%,-0.93,-1.16,-0.7,18%,2.74,4%,7%,22%,44.2,92%,-0.25,-0.38,-0.13,40%,3.88,13%,22%,39%,Below average,136979;141176;146580;147540,4,3,1,0,0,0,689,23%,77%
202223,AcademicYear,Multi-academy trusts,MATRIX ACADEMY TRUST,3878,TR00136,7654219,10053216,West Midlands,136885;137274;137771;143438,4,3,1,0,0,0,4,0,0,4,749,103.7,33%,67%,11%,12%,47.9,96%,0.22,0.11,0.32,46%,4.29,22%,37%,66%,40.2,99%,-0.1,-0.28,0.07,28%,3.46,13%,20%,51%,51.7,95%,0.38,0.25,0.5,55%,4.69,27%,45%,73%,Above average,136885;137274;137771;143438;148521,5,3,2,0,0,0,863,35%,65%
202223,AcademicYear,Multi-academy trusts,MERCIA LEARNING TRUST,3899,TR02564,8119703,10059864,Yorkshire and the Humber,138841;140821;145897,3,1,1,1,0,0,3,0,0,3,512,104.1,27%,73%,23%,9%,53.8,96%,0.67,0.55,0.8,61%,4.91,32%,42%,54%,40.5,98%,-0.02,-0.26,0.21,31%,3.51,13%,19%,39%,58.8,96%,0.94,0.79,1.09,72%,5.44,39%,50%,60%,Well above average,138841;140821;145897,3,1,1,1,0,0,512,27%,73%
202223,AcademicYear,Multi-academy trusts,THE MIDLAND ACADEMIES TRUST,3908,TR01434,7191874,10058296,West Midlands,136158;137079;138327;138644,4,2,2,0,0,0,4,0,0,4,595,102,35%,65%,7%,20%,38.2,97%,-0.41,-0.53,-0.3,29%,3.19,5%,7%,12%,29.4,99%,-0.83,-1.02,-0.63,11%,2.37,1%,1%,5%,42.9,96%,-0.19,-0.33,-0.04,38%,3.62,7%,11%,16%,Below average,136158;137079;138327;138644,4,2,2,0,0,0,595,35%,65%
202223,AcademicYear,Multi-academy trusts,MIDSOMER NORTON SCHOOLS PARTNERSHIP,3910,TR01435,7365778,10031575,South West,136311;136335;137202;137548;142125;146972;147801,7,6,0,0,1,0,7,1,3,3,926,104.5,20%,80%,4%,18%,49.1,95%,0.18,0.08,0.27,51%,4.32,16%,27%,51%,39,93%,-0.17,-0.38,0.04,27%,3.26,6%,14%,29%,51.5,96%,0.26,0.16,0.37,56%,4.58,19%,30%,56%,Above average,136311;136335;136894;136966;137202;137548;142125;146972;147801;148830,10,9,0,0,1,0,1472,18%,82%
202223,AcademicYear,Multi-academy trusts,MINERVA LEARNING TRUST,3921,TR02980,9200332,10060869,Yorkshire and the Humber,141495;145191;145274;145455,4,3,1,0,0,0,4,0,0,4,932,104.4,24%,76%,7%,15%,46.6,98%,-0.02,-0.11,0.07,44%,4.1,19%,31%,53%,34.3,96%,-0.72,-0.9,-0.53,20%,2.86,8%,15%,33%,50.6,98%,0.2,0.09,0.3,51%,4.5,23%,36%,59%,Average,141495;145191;145274;145455,4,3,1,0,0,0,932,24%,76%
202223,AcademicYear,Multi-academy trusts,SOUTH PENNINE ACADEMIES,3933,TR01454,7599308,10058690,Yorkshire and the Humber,137500;143115;144508,3,1,2,0,0,0,3,0,1,2,571,101.1,47%,53%,40%,15%,38.1,89%,-0.21,-0.33,-0.08,27%,3.2,9%,13%,27%,33.6,88%,-0.39,-0.58,-0.21,20%,2.79,7%,11%,22%,41.9,90%,-0.05,-0.22,0.12,33%,3.56,11%,15%,31%,Below average,137500;143115;144508,3,1,2,0,0,0,571,47%,53%
202223,AcademicYear,Multi-academy trusts,NICHOLAS POSTGATE CATHOLIC ACADEMY TRUST,4002,TR02982,9203984,10060872,North East,140751;142273;142281;142382,4,4,0,0,0,0,4,0,0,4,554,104.2,39%,61%,6%,15%,41.5,95%,-0.55,-0.67,-0.43,41%,3.49,13%,18%,29%,31.8,97%,-1.03,-1.22,-0.84,24%,2.61,4%,8%,18%,47.8,95%,-0.24,-0.39,-0.08,51%,4.06,18%,24%,36%,Well below average,140751;142273;142281;142382;147213,5,5,0,0,0,0,668,35%,65%
202223,AcademicYear,Multi-academy trusts,SUMMIT LEARNING TRUST,4004,TR01509,7348167,10058342,West Midlands,136406;142075;142388,3,1,2,0,0,0,3,0,0,3,729,102.5,64%,36%,35%,19%,43.9,93%,0.04,-0.07,0.14,40%,3.92,18%,28%,57%,41.2,94%,-0.16,-0.3,-0.03,35%,3.64,15%,24%,54%,48.7,90%,0.4,0.22,0.58,47%,4.41,23%,36%,64%,Average,136406;142075;142388,3,1,2,0,0,0,729,64%,36%
202223,AcademicYear,Multi-academy trusts,NORTHERN EDUCATION TRUST,4036,TR01527,7189647,10058295,North East,135878;136135;136146;139405;139673;140002;140979;141185;141686;147541;148135,11,0,11,0,0,0,11,1,1,9,2018,104.4,43%,57%,7%,12%,45.9,95%,-0.07,-0.13,0,51%,4.16,18%,28%,51%,37.3,95%,-0.6,-0.69,-0.5,35%,3.33,10%,16%,39%,52.3,96%,0.32,0.24,0.4,63%,4.77,24%,37%,59%,Average,135878;136135;136146;139405;139673;140002;140979;141185;141686;147541;148135;149235,12,1,11,0,0,0,2129,42%,58%
202223,AcademicYear,Multi-academy trusts,NORTHERN SCHOOLS TRUST,4041,TR01530,5067702,10058179,North West,131065;139588;139589,3,0,1,0,1,1,3,0,0,3,395,102.6,54%,46%,28%,21%,41.6,86%,-0.26,-0.41,-0.11,33%,3.13,3%,4%,11%,36.9,89%,-0.46,-0.66,-0.26,24%,2.69,3%,5%,10%,47.2,84%,-0.02,-0.24,0.21,43%,3.66,3%,4%,13%,Below average,131065;139588;139589,3,0,1,0,1,1,395,54%,46%
202223,AcademicYear,Multi-academy trusts,OASIS COMMUNITY LEARNING,4076,TR01553,5398529,10058190,London,134311;135176;135209;135628;135629;135654;135661;135663;135671;135721;135958;135968;136027;139659;139995;140209;140394;141082;141652;145723;146284,21,0,18,3,0,0,21,0,0,21,3427,102.6,45%,55%,32%,17%,40.4,91%,-0.32,-0.37,-0.27,33%,3.6,12%,19%,50%,35,93%,-0.61,-0.68,-0.54,24%,3.09,8%,15%,44%,44.8,90%,-0.07,-0.14,-0.01,40%,4.01,15%,23%,56%,Below average,134311;135176;135209;135628;135629;135654;135661;135663;135671;135721;135958;135968;136027;139659;139995;140209;140394;141082;141652;145723;146284,21,0,18,3,0,0,3427,45%,55%
202223,AcademicYear,Multi-academy trusts,THE OLYMPUS ACADEMY TRUST,4095,TR01568,7844791,10059430,South West,137753;139067;145124;145502,4,2,2,0,0,0,4,0,0,4,761,103.9,16%,84%,17%,16%,46.7,93%,0.05,-0.05,0.15,45%,3.86,10%,13%,17%,34.7,94%,-0.51,-0.77,-0.25,18%,2.82,3%,5%,11%,48.9,93%,0.16,0.04,0.27,49%,4.05,11%,14%,18%,Average,137753;139067;145124;145502,4,2,2,0,0,0,761,16%,84%
202223,AcademicYear,Multi-academy trusts,ORMISTON ACADEMIES TRUST,4106,TR01577,6982127,10058272,West Midlands,135234;135769;135960;135979;135980;136145;136185;136186;136187;136680;137109;137152;137196;137673;137674;138506;139403;139918;140032;140199;140364;140845;140864;141169;141269;142186;145008;145134;145501;146063;147683;147796,32,5,26,1,0,0,32,2,0,30,5475,103,36%,64%,11%,17%,41.6,96%,-0.26,-0.29,-0.22,33%,3.42,7%,11%,23%,33.6,96%,-0.68,-0.75,-0.62,19%,2.69,3%,5%,16%,46.1,97%,-0.02,-0.07,0.03,41%,3.83,9%,14%,27%,Below average,135234;135769;135960;135979;135980;136145;136185;136186;136187;136680;137109;137152;137196;137673;137674;138506;139403;139918;140032;140199;140364;140845;140864;141169;141269;142186;145008;145134;145501;146063;147683;147796,32,5,26,1,0,0,5475,36%,64%
202223,AcademicYear,Multi-academy trusts,OUTWOOD GRANGE ACADEMIES TRUST,4119,TR01585,6995649,10058273,North East,135961;135963;136394;137004;137412;138247;138248;138711;139210;139211;139277;139823;140415;141377;141399;143146;143938;144976;145188;145937;145938;147544,22,5,17,0,0,0,22,0,1,21,3994,103.1,33%,67%,11%,19%,42.6,96%,-0.19,-0.23,-0.14,42%,3.78,14%,22%,34%,31.4,95%,-0.85,-0.93,-0.78,23%,2.72,6%,10%,22%,48,96%,0.13,0.08,0.19,51%,4.3,18%,27%,41%,Below average,135961;135963;136394;137004;137412;138247;138248;138711;139210;139211;139277;139823;140415;141377;141399;143146;143938;144976;145188;145937;145938;147544;148337;148522;148526;149429,26,6,20,0,0,0,4522,34%,66%
202223,AcademicYear,Multi-academy trusts,CORE EDUCATION TRUST,4145,TR01605,7949154,10059585,West Midlands,138059;141003;145580;148187,4,1,1,2,0,0,4,1,0,3,635,102.1,52%,48%,34%,10%,38,90%,-0.41,-0.53,-0.3,29%,3.33,5%,9%,35%,34.6,89%,-0.58,-0.75,-0.42,24%,3.01,4%,9%,25%,41.5,91%,-0.24,-0.41,-0.07,35%,3.66,5%,9%,45%,Below average,138059;141003;145580;148187,4,1,1,2,0,0,635,52%,48%
202223,AcademicYear,Multi-academy trusts,THE PRIORY FEDERATION OF ACADEMIES,4253,TR01688,6462935,10058228,East Midlands,135563;135564;135565;136194;138819;145052,6,1,5,0,0,0,6,0,0,6,929,103.8,23%,77%,11%,17%,46.3,98%,0.06,-0.03,0.15,41%,4.05,17%,24%,37%,36.1,98%,-0.39,-0.58,-0.21,22%,3.08,7%,15%,23%,49.4,97%,0.2,0.1,0.31,47%,4.35,20%,27%,41%,Average,135563;135564;135565;136194;138819;145052,6,1,5,0,0,0,929,23%,77%
202223,AcademicYear,Multi-academy trusts,THE 3-18 EDUCATION TRUST,4264,TR01697,8064698,10059785,West Midlands,138216;143142;147508,3,2,1,0,0,0,3,1,0,2,453,104.9,20%,80%,3%,16%,46.7,91%,-0.13,-0.27,0.01,44%,3.96,18%,24%,37%,35.9,92%,-0.65,-0.95,-0.34,20%,2.87,4%,11%,28%,49.4,91%,0,-0.16,0.15,50%,4.23,21%,27%,39%,Average,138216;139769;143142;147508,4,3,1,0,0,0,612,20%,80%
202223,AcademicYear,Multi-academy trusts,REDHILL ACADEMY TRUST,4338,TR01767,7430317,10058403,East Midlands,136361;136548;137085;137112;138836;140992;141363;144182;144487;146099,10,3,7,0,0,0,10,1,1,8,1755,103.7,28%,72%,5%,11%,45.6,96%,0.01,-0.06,0.08,41%,4.1,18%,28%,51%,35.2,95%,-0.47,-0.6,-0.34,21%,3.09,5%,11%,41%,49.6,96%,0.19,0.12,0.27,48%,4.49,23%,35%,55%,Average,136361;136548;137085;137112;138836;140992;141363;144182;144487;146099,10,3,7,0,0,0,1755,28%,72%
202223,AcademicYear,Multi-academy trusts,THE RODILLIAN MULTI ACADEMY TRUST,4386,TR01807,7990619,10059698,Yorkshire and the Humber,138111;138336;138593;143138,4,1,3,0,0,0,4,0,0,4,685,103.8,26%,74%,5%,21%,46.6,99%,0.13,0.02,0.23,45%,4.26,19%,32%,71%,35,99%,-0.5,-0.71,-0.29,20%,3.13,9%,13%,53%,50.7,98%,0.34,0.22,0.47,53%,4.66,23%,38%,77%,Above average,138111;138336;138593;143138,4,1,3,0,0,0,685,26%,74%
202223,AcademicYear,Multi-academy trusts,THE ROSEDALE HEWENS ACADEMY TRUST,4397,TR01817,7683702,10058942,London,137077;137078;138368;141035,4,2,0,0,2,0,4,0,0,4,271,103.1,34%,66%,75%,9%,48.5,81%,0.49,0.31,0.68,53%,4.17,15%,22%,37%,43.3,86%,0.1,-0.21,0.41,46%,3.71,15%,21%,40%,51.2,79%,0.72,0.48,0.95,57%,4.4,16%,22%,35%,Above average,137077;137078;138368;141035,4,2,0,0,2,0,271,34%,66%
202223,AcademicYear,Multi-academy trusts,THE ROWAN LEARNING TRUST,4405,TR01824,8010464,10059724,North West,138110;140001;147883,3,1,2,0,0,0,3,1,0,2,525,103.5,35%,65%,13%,17%,38.1,93%,-0.77,-0.9,-0.65,29%,3.12,3%,7%,12%,29.7,95%,-1.2,-1.41,-0.99,15%,2.42,3%,7%,13%,42.7,93%,-0.53,-0.69,-0.37,37%,3.51,4%,7%,12%,Well below average,138110;140001;147883,3,1,2,0,0,0,525,35%,65%
202223,AcademicYear,Multi-academy trusts,RUSSELL EDUCATION TRUST,4421,TR02562,7452885,10058425,London,136822;138239;139409;139410;141963,5,0,0,5,0,0,5,0,0,5,747,106.5,15%,85%,10%,17%,55.9,95%,0.45,0.35,0.56,65%,5.07,30%,39%,47%,42,95%,-0.32,-0.59,-0.05,37%,3.69,11%,21%,29%,58.3,95%,0.59,0.48,0.7,69%,5.31,34%,42%,50%,Above average,136822;138239;139409;139410;141963,5,0,0,5,0,0,747,15%,85%
202223,AcademicYear,Multi-academy trusts,SAFFRON ACADEMY TRUST,4437,TR01848,7618351,10058708,East of England,136729;136776;137975;139402,4,3,1,0,0,0,4,1,1,2,886,105.5,14%,86%,4%,19%,49,96%,-0.03,-0.12,0.07,47%,4.44,26%,36%,50%,35.4,93%,-0.64,-0.89,-0.38,24%,3.09,8%,10%,30%,51.2,97%,0.07,-0.03,0.18,51%,4.66,29%,41%,54%,Average,136729;136776;137975;139402,4,3,1,0,0,0,886,14%,86%
202223,AcademicYear,Multi-academy trusts,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,4442,TR01853,7937154,10059560,East Midlands,137908;138622;142042;146128;146235,5,4,1,0,0,0,5,0,0,5,645,103.6,23%,77%,15%,16%,45.4,97%,-0.03,-0.14,0.09,41%,3.85,12%,18%,32%,37.2,97%,-0.48,-0.71,-0.24,30%,3.07,7%,9%,16%,47.8,97%,0.11,-0.02,0.24,45%,4.09,13%,21%,36%,Average,137908;138622;142042;146128;146235,5,4,1,0,0,0,645,23%,77%
202223,AcademicYear,Multi-academy trusts,SOUTH EAST CORNWALL MULTI ACADEMY REGIONAL TRUST,4449,TR01858,7542166,10058550,South West,136575;137839;144291,3,3,0,0,0,0,3,0,0,3,512,102.7,26%,74%,1%,15%,40.8,97%,-0.28,-0.4,-0.15,31%,3.44,6%,12%,23%,29.6,95%,-0.82,-1.06,-0.57,12%,2.46,1%,4%,17%,44.7,97%,-0.09,-0.24,0.05,38%,3.78,8%,15%,26%,Below average,136575;137839;144291,3,3,0,0,0,0,512,26%,74%
202223,AcademicYear,Multi-academy trusts,UNITY SCHOOLS PARTNERSHIP,4454,TR01862,7400386,10058379,East of England,136322;136990;137321;138162;140669;140969;141639;145944,8,4,4,0,0,0,8,1,1,6,1462,103.8,20%,80%,10%,11%,44.9,97%,-0.06,-0.14,0.01,42%,3.94,13%,21%,42%,33.6,97%,-0.68,-0.84,-0.51,21%,2.9,5%,10%,32%,47.7,97%,0.09,0.01,0.17,47%,4.2,15%,23%,44%,Average,136322;136990;137321;138162;138250;140669;140969;141639;145944,9,4,4,1,0,0,1570,20%,80%
202223,AcademicYear,Multi-academy trusts,DELTA ACADEMIES TRUST,4474,TR01879,7386086,10055739,Yorkshire and the Humber,135942;136343;136675;137066;137141;137453;137464;137472;138006;138082;139059;139076;140949;145929;146320;146639,16,7,8,1,0,0,16,0,2,14,2442,103.8,32%,68%,7%,9%,47.1,98%,0.15,0.09,0.21,47%,4.08,18%,28%,43%,37.6,98%,-0.36,-0.46,-0.26,27%,3.12,7%,13%,28%,51.5,98%,0.39,0.32,0.46,56%,4.52,23%,35%,50%,Above average,135942;136343;136675;137066;137141;137453;137464;137472;138006;138082;139059;139076;140949;145929;146320;146639;149011,17,7,9,1,0,0,2716,33%,67%
202223,AcademicYear,Multi-academy trusts,SECKFORD EDUCATION TRUST,4482,TR01884,8077362,10059801,East of England,138273;138274;140047,3,0,0,3,0,0,3,0,0,3,162,102.6,33%,67%,4%,22%,34.2,92%,-0.9,-1.13,-0.67,23%,3.12,7%,16%,26%,26.2,87%,-1.29,-1.7,-0.88,13%,2.34,2%,8%,9%,38.1,94%,-0.72,-1,-0.45,28%,3.5,10%,20%,34%,Well below average,138273;138274;140047,3,0,0,3,0,0,162,33%,67%
202223,AcademicYear,Multi-academy trusts,THE SHAW EDUCATION TRUST,4499,TR02713,9067175,10060817,West Midlands,140154;142015;143435;143848;146087;146529;146635,7,4,3,0,0,0,7,0,2,5,1163,103.7,34%,66%,14%,12%,40.1,92%,-0.51,-0.59,-0.42,32%,3.37,7%,10%,14%,32.3,90%,-0.87,-1.02,-0.73,17%,2.67,2%,5%,10%,44.2,93%,-0.32,-0.42,-0.21,39%,3.75,9%,12%,16%,Well below average,140154;142015;143435;143848;146087;146529;146635;148002;148097,9,6,3,0,0,0,1510,29%,71%
202223,AcademicYear,Multi-academy trusts,NORTH EAST LEARNING TRUST,4516,TR01914,7492165,10052835,North East,136451;138075;144496;144601;144977;147531,6,3,3,0,0,0,6,0,1,5,927,104.8,25%,75%,1%,12%,50.2,98%,0.25,0.16,0.34,50%,4.37,21%,30%,50%,41.3,97%,-0.1,-0.29,0.08,29%,3.43,8%,13%,32%,53.3,99%,0.37,0.26,0.47,58%,4.69,25%,36%,56%,Above average,136451;138075;144496;144601;144977;147531;148728,7,3,4,0,0,0,1074,25%,75%
202223,AcademicYear,Multi-academy trusts,SCHOLARS' EDUCATION TRUST,4533,TR01926,7697132,10059062,East of England,137270;138181;138582;143131,4,2,2,0,0,0,4,0,1,3,564,105.4,16%,84%,9%,18%,53.3,98%,0.41,0.29,0.53,59%,4.7,23%,31%,41%,41.2,96%,-0.19,-0.49,0.1,34%,3.42,10%,13%,18%,55.7,98%,0.52,0.39,0.65,64%,4.95,26%,34%,45%,Above average,137270;138181;138582;143131,4,2,2,0,0,0,564,16%,84%
202223,AcademicYear,Multi-academy trusts,OUR LADY OF LOURDES CATHOLIC MULTI-ACADEMY TRUST,4581,TR01962,7743523,10059277,East Midlands,137409;138341;138810;140698,4,4,0,0,0,0,4,0,0,4,689,105.3,17%,83%,26%,8%,51.7,95%,0.24,0.13,0.35,55%,4.6,24%,35%,54%,41.4,96%,-0.25,-0.51,0.01,34%,3.49,13%,18%,37%,53.9,95%,0.34,0.22,0.46,59%,4.83,26%,39%,58%,Above average,137409;138018;138341;138810;139623;140698,6,6,0,0,0,0,924,19%,81%
202223,AcademicYear,Multi-academy trusts,TYNE COAST ACADEMY TRUST,4586,TR01966,8313162,10060208,North East,145528;145900;147532,3,2,0,0,0,1,3,0,1,2,495,105.4,46%,54%,9%,7%,37.5,94%,-1.05,-1.18,-0.92,29%,3.21,8%,14%,38%,30.2,94%,-1.5,-1.69,-1.31,15%,2.54,4%,8%,27%,44.1,94%,-0.65,-0.82,-0.48,42%,3.81,12%,20%,49%,Well below average,145528;145900;147532,3,2,0,0,0,1,495,46%,54%
202223,AcademicYear,Multi-academy trusts,THE SPENCER ACADEMIES TRUST,4609,TR01987,7353824,10058352,East Midlands,136291;137606;138482;138628;145327;145500;146562;146564,8,6,2,0,0,0,8,0,3,5,1931,104.9,22%,78%,9%,13%,49.8,97%,0.17,0.11,0.23,51%,4.39,20%,26%,33%,38.2,98%,-0.48,-0.62,-0.34,27%,3.3,9%,13%,23%,52.9,97%,0.35,0.28,0.42,57%,4.69,23%,29%,36%,Above average,136291;137606;138482;138628;145327;145500;146562;146564,8,6,2,0,0,0,1931,22%,78%
202223,AcademicYear,Multi-academy trusts,SWALE ACADEMIES TRUST,4885,TR02230,7344732,10058331,South East,136106;136286;137687;139075;144354;144661;148179,7,3,4,0,0,0,7,1,1,5,1284,102.6,32%,68%,5%,13%,39.6,96%,-0.35,-0.43,-0.27,32%,3.3,5%,10%,25%,31.7,96%,-0.8,-0.94,-0.66,18%,2.57,2%,4%,17%,43.3,96%,-0.15,-0.24,-0.05,38%,3.63,6%,12%,29%,Below average,136106;136286;137687;139075;144354;144661;147897;148179;148712,9,4,5,0,0,0,1584,33%,67%
202223,AcademicYear,Multi-academy trusts,TAPTON SCHOOL ACADEMY TRUST,4899,TR02239,7697171,10059064,Yorkshire and the Humber,138069;138414;140547;147788,4,2,2,0,0,0,4,1,0,3,863,105,28%,72%,10%,13%,47,96%,-0.12,-0.21,-0.02,51%,4.17,22%,30%,44%,33.2,97%,-0.86,-1.04,-0.68,25%,2.81,7%,13%,28%,52.7,96%,0.19,0.08,0.31,61%,4.73,28%,37%,51%,Below average,138069;138414;140547;147788,4,2,2,0,0,0,863,28%,72%
202223,AcademicYear,Multi-academy trusts,STAR ACADEMIES,4903,TR02243,7353849,10048788,North West,138220;140957;140958;140959;141565;141969;141970;141971;142469;142681;142761;144464;144646;144744;144745;145878;147018;147201,18,1,6,11,0,0,18,0,2,16,2183,103.3,39%,61%,60%,15%,50.9,89%,0.63,0.57,0.7,57%,4.63,27%,38%,87%,44.9,89%,0.22,0.11,0.32,46%,4.04,18%,29%,81%,54.7,90%,0.89,0.81,0.97,64%,5,32%,44%,90%,Well above average,138220;140957;140958;140959;141565;141969;141970;141971;142469;142681;142761;144464;144646;144744;144745;145878;147018;147201;147757;148847,20,1,8,11,0,0,2632,39%,61%
202223,AcademicYear,Multi-academy trusts,THE TED WRAGG MULTI ACADEMY TRUST,4909,TR02247,8545109,10060466,South West,139682;141514;142805;145404;147401;147967,6,1,5,0,0,0,6,2,0,4,897,103.7,30%,70%,11%,22%,47.2,94%,0.16,0.06,0.26,50%,4.35,21%,34%,69%,35.1,96%,-0.62,-0.79,-0.45,25%,3.12,6%,13%,49%,52.3,93%,0.5,0.38,0.61,60%,4.87,27%,43%,77%,Above average,136142;136646;136668;139682;141514;142805;145404;147401;147967,9,3,6,0,0,0,1427,30%,70%
